taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,num_letters,num_words
3164435,Edraianthus graminifolius (L.) A.DC.,11106105,Edraianthus graminifolius (L.) A.DC. ex Meisn.,3,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Campanulaceae,8801,Edraianthus,3164387.0,Edraianthus graminifolius,11106105.0,NE,,
3169838,Allamanda schottii Pohl,3169838,Allamanda schottii Pohl,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Allamanda,3169834.0,Allamanda schottii,3169838.0,NE,,
3189870,Acer pseudoplatanus L.,3189870,Acer pseudoplatanus L.,4530,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Sapindaceae,6657,Acer,3189834.0,Acer pseudoplatanus,3189870.0,LC,21493,3521
3573230,Hoya multiflora Blume,3573230,Hoya multiflora Blume,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Hoya,3170437.0,Hoya multiflora,3573230.0,NE,,
3589153,Aristolochia paucinervis Pomel,3589153,Aristolochia paucinervis Pomel,38,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Piperales,404,Aristolochiaceae,3066,Aristolochia,2873978.0,Aristolochia paucinervis,3589153.0,LC,,
3626594,Oxalis caprina Thunb.,3626594,Oxalis caprina Thunb.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Oxalidales,7224021,Oxalidaceae,6697,Oxalis,2891642.0,Oxalis caprina,3626594.0,NE,,
3710887,Tovomita stylosa Hemsl.,3710887,Tovomita stylosa Hemsl.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Clusiaceae,6646,Tovomita,7329865.0,Tovomita stylosa,3710887.0,LC,,
3832875,Ruta angustifolia Pers.,3832875,Ruta angustifolia Pers.,206,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Rutaceae,2396,Ruta,3190380.0,Ruta angustifolia,3832875.0,NE,,
3862739,Miconia lateriflora Cogn.,3862739,Miconia lateriflora Cogn.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Melastomataceae,6683,Miconia,3188558.0,Miconia lateriflora,3862739.0,LC,,
3871070,Pilocosta nubicola Almeda,3871070,Pilocosta nubicola Almeda,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Melastomataceae,6683,Pilocosta,3871016.0,Pilocosta nubicola,3871070.0,NE,,
3922862,Ranunculus breyninus Crantz,3922862,Ranunculus breyninus Crantz,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Ranunculus,3033294.0,Ranunculus breyninus,3922862.0,NE,,
4074165,Rinorea pectino-squamata Hekking,4074165,Rinorea pectino-squamata Hekking,18,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Violaceae,6631,Rinorea,7296208.0,Rinorea pectino-squamata,4074165.0,VU,,
4092806,Bignonia diversifolia Kunth,4092806,Bignonia diversifolia Kunth,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Bignoniaceae,6655,Bignonia,3172515.0,Bignonia diversifolia,4092806.0,NE,,
4106127,Aulonemia viscosa (Hitchc.) McClure,4106127,Aulonemia viscosa (Hitchc.) McClure,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Aulonemia,4106111.0,Aulonemia viscosa,4106127.0,NE,,
4131412,Eustachys paspaloides (Vahl) Lanza & Mattei,4131412,Eustachys paspaloides (Vahl) Lanza & Mattei,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eustachys,2703568.0,Eustachys paspaloides,4131412.0,NE,,
5303492,Pollia japonica Thunb.,5303492,Pollia japonica Thunb.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Pollia,2763833.0,Pollia japonica,5303492.0,NE,,
5334430,Polygonum bellardii All.,5334430,Polygonum bellardii All.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Polygonaceae,2416,Polygonum,2889077.0,Polygonum bellardii,5334430.0,NE,,
5375666,Vella spinosa Boiss.,5375666,Vella spinosa Boiss.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Vella,3048702.0,Vella spinosa,5375666.0,NE,,
5391050,Celmisia coriacea (G.Forst.) Hook.fil.,5391050,Celmisia coriacea (G.Forst.) Hook.fil.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Celmisia,5390965.0,Celmisia coriacea,5391050.0,NE,,
5408923,Lobelia holstii Engl.,5408923,Lobelia holstii Engl.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Campanulaceae,8801,Lobelia,2756426.0,Lobelia holstii,5408923.0,NE,,
5416096,Melaleuca gnidioides Brongn. & Gris,5416096,Melaleuca gnidioides Brongn. & Gris,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Melaleuca,3175449.0,Melaleuca gnidioides,5416096.0,NT,,
5416422,Eugenia hypargyrea Standl.,5416422,Eugenia hypargyrea Standl.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Eugenia,3177662.0,Eugenia hypargyrea,5416422.0,LC,,
5420858,Wikstroemia phillyreifolia A.Gray,5420858,Wikstroemia phillyreifolia A.Gray,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Thymelaeaceae,2428,Wikstroemia,3188473.0,Wikstroemia phillyreifolia,5420858.0,NE,,
5554185,Trichodiadema setuliferum (N.E.Br.) Schwantes,5554185,Trichodiadema setuliferum (N.E.Br.) Schwantes,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Aizoaceae,6752,Trichodiadema,3231689.0,Trichodiadema setuliferum,5554185.0,NE,,
5618317,Pavonia schiedeana Steud.,5618317,Pavonia schiedeana Steud.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Pavonia,3152525.0,Pavonia schiedeana,5618317.0,NE,,
5661646,Cordia lucidula I.M.Johnst.,5661646,Cordia lucidula I.M.Johnst.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Cordiaceae,4930453,Cordia,2900865.0,Cordia lucidula,5661646.0,LC,,
5828201,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,5828201,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Cenchrus,2703201.0,Cenchrus clandestinus,5828201.0,LC,,
7266834,Salix breviserrata Flod.,7266834,Salix breviserrata Flod.,45,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Salicaceae,6664,Salix,3039576.0,Salix breviserrata,7266834.0,NE,,
7270543,Gentiana alpina Vill.,7270543,Gentiana alpina Vill.,392,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Gentianaceae,2503,Gentiana,3170037.0,Gentiana alpina,7270543.0,NE,1821,303
7296398,Viola alba Besser,7296398,Viola alba Besser,323,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Violaceae,6631,Viola,2874237.0,Viola alba,7296398.0,NE,,
7299506,Capsicum chacoense Hunz.,7299506,Capsicum chacoense Hunz.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Capsicum,2932937.0,Capsicum chacoense,7299506.0,NE,,
7331608,Pedicularis elegans Ten.,7331608,Pedicularis elegans Ten.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Pedicularis,3171670.0,Pedicularis elegans,7331608.0,NE,,
7391610,Hydrocotyle callicephala Urb.,6027116,Hydrocotyle callicephala Cham.,4,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Araliaceae,8800,Hydrocotyle,3034601.0,Hydrocotyle callicephala,6027116.0,NE,,
7497356,Tagetes tenuifolia Cav.,7497356,Tagetes tenuifolia Cav.,43,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Tagetes,3088468.0,Tagetes tenuifolia,7497356.0,NE,,
8023236,Pandanus tectorius Parkinson ex Du Roi,8023236,Pandanus tectorius Parkinson ex Du Roi,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Pandanales,554,Pandanaceae,3737,Pandanus,8404076.0,Pandanus tectorius,8023236.0,NE,,
8144117,Sedum atratum L.,8144117,Sedum atratum L.,53,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Sedum,5361975.0,Sedum atratum,8144117.0,NE,,
8658195,Hoya carnosa (L.fil.) R.Br.,8658195,Hoya carnosa (L.fil.) R.Br.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Hoya,3170437.0,Hoya carnosa,8658195.0,NE,,
2703777,Bromus hordeaceus L.,2703777,Bromus hordeaceus L.,312,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Bromus,2703642.0,Bromus hordeaceus,2703777.0,NE,,
2734237,Geonoma schottiana Mart.,2734237,Geonoma schottiana Mart.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Arecales,552,Arecaceae,7681,Geonoma,2734029.0,Geonoma schottiana,2734237.0,NE,,
2753786,Alstroemeria aurea Graham,2753786,Alstroemeria aurea Graham,119,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Alstroemeriaceae,7695,Alstroemeria,2753642.0,Alstroemeria aurea,2753786.0,NE,,
2765359,Tradescantia zebrina Bosse,2765359,Tradescantia zebrina Bosse,38,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Tradescantia,2765096.0,Tradescantia zebrina,2765359.0,NE,,
2849419,Orchis provincialis Balb. ex Lam. & DC.,2849419,Orchis provincialis Balb. ex Lam. & DC.,103,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Orchis,2849312.0,Orchis provincialis,2849419.0,NE,,
2874538,Thladiantha dubia Bunge,2874538,Thladiantha dubia Bunge,16,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Thladiantha,2874537.0,Thladiantha dubia,2874538.0,NE,,
2888816,Dipsacus sativus (L.) Honck.,2888816,Dipsacus sativus (L.) Honck.,290,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Dipsacus,2888813.0,Dipsacus sativus,2888816.0,NE,,
2889358,Oxyria digyna (L.) Hill,2889358,Oxyria digyna (L.) Hill,22,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Polygonaceae,2416,Oxyria,2889357.0,Oxyria digyna,2889358.0,NE,,
2889934,Tropaeolum majus L.,2889934,Tropaeolum majus L.,863,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Tropaeolaceae,6696,Tropaeolum,2889929.0,Tropaeolum majus,2889934.0,NE,4582,734
2891222,Geranium multipartitum Benth.,2891222,Geranium multipartitum Benth.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Geraniales,624,Geraniaceae,4676,Geranium,2889949.0,Geranium multipartitum,2891222.0,NE,,
2918754,Spermacoce ocymifolia Willd. ex Roem. & Schult.,7837453,Spermacoce ocymifolia Willd.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Spermacoce,2918053.0,Spermacoce ocymifolia,7837453.0,NE,,
2932884,Solanum schlechtendalianum Walp.,2932884,Solanum schlechtendalianum Walp.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Solanum,2928997.0,Solanum schlechtendalianum,2932884.0,LC,,
2942194,Crotalaria sagittalis L.,2942194,Crotalaria sagittalis L.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719.0,Crotalaria sagittalis,2942194.0,NE,,
2964234,Lupinus sparsiflorus Benth.,2964234,Lupinus sparsiflorus Benth.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lupinus,2963774.0,Lupinus sparsiflorus,2964234.0,NE,,
2984366,Soleirolia soleirolii (Req.) Dandy,2984366,Soleirolia soleirolii (Req.) Dandy,102,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Urticaceae,6639,Soleirolia,2984365.0,Soleirolia soleirolii,2984366.0,NE,,
3025572,Cotoneaster pannosus Franch.,3025572,Cotoneaster pannosus Franch.,71,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Cotoneaster,3025563.0,Cotoneaster pannosus,3025572.0,NE,,
3103995,Porophyllum lanceolatum DC.,3103995,Porophyllum lanceolatum DC.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Porophyllum,3103947.0,Porophyllum lanceolatum,3103995.0,NE,,
3115875,Filago arvensis L.,3115875,Filago arvensis L.,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Filago,3115745.0,Filago arvensis,3115875.0,NE,,
3144278,Lasthenia minor (DC.) Ornduff,3144278,Lasthenia minor (DC.) Ornduff,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Lasthenia,3144225.0,Lasthenia minor,3144278.0,NE,,
3147146,Erigeron speciosus (Lindl.) DC.,3147146,Erigeron speciosus (Lindl.) DC.,70,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Erigeron,3146588.0,Erigeron speciosus,3147146.0,NE,,
3152081,Corchorus trilocularis L.,3152081,Corchorus trilocularis L.,36,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Corchorus,3032212.0,Corchorus trilocularis,3152081.0,NE,,
3172297,Ligustrum lucidum W.T.Aiton,3172297,Ligustrum lucidum W.T.Aiton,726,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Oleaceae,6652,Ligustrum,3172289.0,Ligustrum lucidum,3172297.0,LC,2652,419
3731513,Acanthorrhinum ramosissimum (Coss. & Durieu) Rothm.,3731513,Acanthorrhinum ramosissimum (Coss. & Durieu) Rothm.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Acanthorrhinum,7332330.0,Acanthorrhinum ramosissimum,3731513.0,NE,,
3834196,Peltostigma guatemalense (Standl. & Steyerm.) Gereau,3834196,Peltostigma guatemalense (Standl. & Steyerm.) Gereau,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Rutaceae,2396,Peltostigma,7268830.0,Peltostigma guatemalense,3834196.0,LC,,
3840364,Gentianella rupicola (Kunth) Holub,3840364,Gentianella rupicola (Kunth) Holub,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Gentianaceae,2503,Gentianella,3169845.0,Gentianella rupicola,3840364.0,LC,,
4007442,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",4007442,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",47,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Primulaceae,6674,Lysimachia,3169330.0,Lysimachia maritima,4007442.0,LC,,
5289292,Vriesea ensiformis (Vell.) Beer,5289292,Vriesea ensiformis (Vell.) Beer,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Bromeliaceae,3740,Vriesea,2699764.0,Vriesea ensiformis,5289292.0,NE,,
5341760,Brugmansia sanguinea (Ruiz & Pav.) D.Don,5341760,Brugmansia sanguinea (Ruiz & Pav.) D.Don,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Brugmansia,2928883.0,Brugmansia sanguinea,5341760.0,EW,,
5354894,Ebenus cretica L.,5354894,Ebenus cretica L.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ebenus,2959574.0,Ebenus cretica,5354894.0,LC,,
5360970,Oxytropis lambertii Pursh,5360970,Oxytropis lambertii Pursh,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Oxytropis,2982894.0,Oxytropis lambertii,5360970.0,LC,,
5371894,Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson,8350395,Cyclospermum leptophyllum (Pers.) Sprague,18,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Cyclospermum,5371893.0,Cyclospermum leptophyllum,8350395.0,NE,,
5375673,Vella pseudocytisus L.,5375673,Vella pseudocytisus L.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Vella,3048702.0,Vella pseudocytisus,5375673.0,NE,,
5383884,Corythophora rimosa W.A.Rodrigues,5383884,Corythophora rimosa W.A.Rodrigues,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Lecythidaceae,3990,Corythophora,3083050.0,Corythophora rimosa,5383884.0,LC,,
5398279,Atractylis cancellata L.,5398279,Atractylis cancellata L.,13,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Atractylis,5398240.0,Atractylis cancellata,5398279.0,NE,,
5400848,Isocarpha oppositifolia (L.) Cass.,5400848,Isocarpha oppositifolia (L.) Cass.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Isocarpha,7501114.0,Isocarpha oppositifolia,5400848.0,NE,,
5414411,Alstonia macrophylla Wall. ex G.Don,5414411,Alstonia macrophylla Wall. ex G.Don,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Alstonia,8412045.0,Alstonia macrophylla,5414411.0,LC,,
5574071,Ruellia linearibracteolata Lindau,5574071,Ruellia linearibracteolata Lindau,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Acanthaceae,2393,Ruellia,3171840.0,Ruellia linearibracteolata,5574071.0,NE,,
7268600,Erodium atlanticum Coss.,7268600,Erodium atlanticum Coss.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Geraniales,624,Geraniaceae,4676,Erodium,2891616.0,Erodium atlanticum,7268600.0,NE,,
7339366,Saxifraga losae Sennen,7339366,Saxifraga losae Sennen,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Saxifragaceae,2402,Saxifraga,2987833.0,Saxifraga losae,7339366.0,NE,,
7353544,Mutisia sinuata Cav.,7353544,Mutisia sinuata Cav.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Mutisia,4934058.0,Mutisia sinuata,7353544.0,NE,,
7438716,Helichrysum foetidum (L.) Moench,7438716,Helichrysum foetidum (L.) Moench,33,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helichrysum,3131108.0,Helichrysum foetidum,7438716.0,NE,,
7649524,Diplazium pectinatum (Fée) C.Chr.,7649524,Diplazium pectinatum (Fée) C.Chr.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Athyriaceae,4922264,Diplazium,2650853.0,Diplazium pectinatum,7649524.0,NE,,
7870683,Aethionema saxatile (L.) R.Br.,7870683,Aethionema saxatile (L.) R.Br.,46,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Aethionema,3051033.0,Aethionema saxatile,7870683.0,NE,,
2726416,Carex magellanica Lam.,2726416,Carex magellanica Lam.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893.0,Carex magellanica,2726416.0,LC,,
2795372,Calanthe ventilabrum Rchb.f.,2795372,Calanthe ventilabrum Rchb.f.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Calanthe,2794881.0,Calanthe ventilabrum,2795372.0,NE,,
2805343,Spiranthes aestivalis (Poir.) Rich.,2805343,Spiranthes aestivalis (Poir.) Rich.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Spiranthes,2805315.0,Spiranthes aestivalis,2805343.0,NE,,
2869559,Typhonium trilobatum (L.) Schott,2869559,Typhonium trilobatum (L.) Schott,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Araceae,6979,Typhonium,2869483.0,Typhonium trilobatum,2869559.0,NE,,
2897960,Faramea guianensis (Aubl.) Bremek.,2897960,Faramea guianensis (Aubl.) Bremek.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Faramea,2897889.0,Faramea guianensis,2897960.0,NE,,
2927363,Pycnanthemum verticillatum (Michx.) Pers.,2927363,Pycnanthemum verticillatum (Michx.) Pers.,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Pycnanthemum,2927338.0,Pycnanthemum verticillatum,2927363.0,NE,,
2928978,Hyoscyamus niger L.,2928978,Hyoscyamus niger L.,194,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Hyoscyamus,2928976.0,Hyoscyamus niger,2928978.0,NE,,
2971074,Melilotus neapolitanus Ten.,2971074,Melilotus neapolitanus Ten.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Melilotus,4924408.0,Melilotus neapolitanus,2971074.0,NE,,
2975328,Vicia hirsuta (L.) Gray,2975328,Vicia hirsuta (L.) Gray,347,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Vicia,2974751.0,Vicia hirsuta,2975328.0,NE,1602,279
2985000,Parinari excelsa Sabine,2985000,Parinari excelsa Sabine,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Chrysobalanaceae,9111,Parinari,2984937.0,Parinari excelsa,2985000.0,LC,,
3036624,Oreopanax capitatus (Jacq.) Decne. & Planch.,3036624,Oreopanax capitatus (Jacq.) Decne. & Planch.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Araliaceae,8800,Oreopanax,3036520.0,Oreopanax capitatus,3036624.0,LC,,
3045803,Cardamine graeca L.,3045803,Cardamine graeca L.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Cardamine,3045622.0,Cardamine graeca,3045803.0,NE,,
3048357,Erysimum odoratum Ehrh.,3048357,Erysimum odoratum Ehrh.,154,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Erysimum,3048056.0,Erysimum odoratum,3048357.0,NE,,
3062973,Mercurialis tomentosa L.,3062973,Mercurialis tomentosa L.,71,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Mercurialis,3062956.0,Mercurialis tomentosa,3062973.0,NE,,
3085633,Spergularia rubra (L.) J.Presl & C.Presl,3085633,Spergularia rubra (L.) J.Presl & C.Presl,19,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Spergularia,8832859.0,Spergularia rubra,3085633.0,NE,,
3119191,Helianthus debilis Nutt.,3119191,Helianthus debilis Nutt.,18,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helianthus,3119134.0,Helianthus debilis,3119191.0,LC,,
3131690,Helichrysum schimperi (Sch.Bip. ex A.Rich.) Moeser,3131690,Helichrysum schimperi (Sch.Bip. ex A.Rich.) Moeser,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helichrysum,3131108.0,Helichrysum schimperi,3131690.0,NE,,
