,taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,num_letters,num_words,cdfOccurences
2410,3067929,Euphorbia agowensis Hochst. ex Boiss.,3067929,Euphorbia agowensis Hochst. ex Boiss.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,11397237.0,Euphorbia agowensis,3067929.0,NE,,,0.14984758033786358
2411,3084748,Claytonia perfoliata Donn ex Willd.,7095665,Claytonia perfoliata subsp. perfoliata,557,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Montiaceae,4898338,Claytonia,3084729.0,Claytonia perfoliata,7736011.0,NE,4014.0,660.0,0.9544328718404674
2412,3155696,Guatteria ucayalina Huber,3154197,Guatteria blepharophylla Mart.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Magnoliales,718,Annonaceae,9291,Guatteria,3155604.0,Guatteria blepharophylla,3154197.0,LC,,,0.14984758033786358
2413,3171674,Pedicularis canadensis L.,3171674,Pedicularis canadensis L.,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Pedicularis,3171670.0,Pedicularis canadensis,3171674.0,NE,,,0.7003683475168296
2414,3713853,Garcinia magnifolia (Pittier) Hammel,3713853,Garcinia magnifolia (Pittier) Hammel,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Clusiaceae,6646,Garcinia,3189556.0,Garcinia magnifolia,3713853.0,LC,,,0.14984758033786358
2415,3797417,Sclerophylax kurtzii Di Fulvio,3797417,Sclerophylax kurtzii Di Fulvio,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Sclerophylax,7299236.0,Sclerophylax kurtzii,3797417.0,NE,,,0.3643465006985901
2416,3824613,Besleria notabilis C.V.Morton,3824613,Besleria notabilis C.V.Morton,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Gesneriaceae,6654,Besleria,6365035.0,Besleria notabilis,3824613.0,NE,,,0.4675790676997333
2417,3852128,Guarea gomma Pulle,3852128,Guarea gomma Pulle,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Meliaceae,2397,Guarea,3190499.0,Guarea gomma,3852128.0,LC,,,0.5736377492696558
2418,3883959,Salvia viridis L.,3883959,Salvia viridis L.,18,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Salvia,2926981.0,Salvia viridis,3883959.0,NE,,,0.7449510986917313
2419,3984227,Heteropterys brachiata (L.) DC.,3984227,Heteropterys brachiata (L.) DC.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Malpighiaceae,6676,Heteropterys,3191290.0,Heteropterys brachiata,3984227.0,NE,,,0.14984758033786358
2420,4198343,Rosularia serrata (L.) A.Berger,4198343,Rosularia serrata (L.) A.Berger,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Rosularia,7334100.0,Rosularia serrata,4198343.0,NE,,,0.14984758033786358
2421,5304137,Triteleia grandiflora Lindl.,5304137,Triteleia grandiflora Lindl.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Triteleia,2771563.0,Triteleia grandiflora,5304137.0,NE,,,0.6059634192810872
2422,5383215,Phyllanthus billardierei (Baill.) Müll.Arg.,3080859,Glochidion billardierei Baill.,3,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Phyllanthaceae,8807,Glochidion,3080069.0,Glochidion billardierei,3080859.0,LC,,,0.4675790676997333
2423,5384037,Opuntia rufida Engelm.,5384037,Opuntia rufida Engelm.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Cactaceae,2519,Opuntia,3084187.0,Opuntia rufida,5384037.0,LC,,,0.14984758033786358
2424,5384396,Amaranthus deflexus L.,5384396,Amaranthus deflexus L.,203,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Amaranthaceae,3064,Amaranthus,3085074.0,Amaranthus deflexus,5384396.0,NE,,,0.9150260383589484
2425,5391480,Calendula officinalis L.,5391480,Calendula officinalis L.,2333,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Calendula,3104843.0,Calendula officinalis,5391480.0,NE,5715.0,874.0,0.9890765908802236
2426,5398828,Mikania scandens (L.) Willd.,5398828,Mikania scandens (L.) Willd.,21,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Mikania,7722389.0,Mikania scandens,5398828.0,NE,,,0.7606693763495491
2427,5403562,Crepis rubra L.,5403562,Crepis rubra L.,54,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Crepis,3143303.0,Crepis rubra,5403562.0,NE,,,0.8368474533214785
2428,5415065,Pinguicula vulgaris L.,5415065,Pinguicula vulgaris L.,263,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lentibulariaceae,2391,Pinguicula,3172450.0,Pinguicula vulgaris,5415065.0,LC,,,0.9273783818112536
2429,5523634,Ovidia andina (Poepp. & Endl.) Meisn.,5523634,Ovidia andina (Poepp. & Endl.) Meisn.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Thymelaeaceae,2428,Ovidia,3233896.0,Ovidia andina,5523634.0,NE,,,0.3643465006985901
2430,7124132,Embothrium coccineum J.R.Forst. & G.Forst.,7124132,Embothrium coccineum J.R.Forst. & G.Forst.,17,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Proteales,400,Proteaceae,2414,Embothrium,7124049.0,Embothrium coccineum,7124132.0,LC,,,0.7396481646132351
2431,7266010,Mimosa myriadenia (Benth.) Benth.,7266010,Mimosa myriadenia (Benth.) Benth.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Mimosa,2969235.0,Mimosa myriadenia,7266010.0,NE,,,0.14984758033786358
2432,7308026,Orthosiphon aristatus (Blume) Miq.,7308026,Orthosiphon aristatus (Blume) Miq.,23,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Orthosiphon,6410205.0,Orthosiphon aristatus,7308026.0,NE,,,0.7695922774037851
2433,7332328,Orobanche pubescens d'Urv.,7332328,Orobanche pubescens d'Urv.,13,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Orobanche,3173259.0,Orobanche pubescens,7332328.0,NE,,,0.7096722977264067
2434,7351929,Chaenorhinum origanifolium (L.) Kostel.,7332416,Chaenorhinum origanifolium subsp. origanifolium,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Chaenorhinum,3171668.0,Chaenorhinum origanifolium,7332415.0,NE,,,0.3643465006985901
2435,7667287,Ophioglossum polyphyllum A.Braun,7667287,Ophioglossum polyphyllum A.Braun,1,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Ophioglossales,393,Ophioglossaceae,6627,Ophioglossum,2650127.0,Ophioglossum polyphyllum,7667287.0,NE,,,0.14984758033786358
2436,7904530,Seseli tortuosum L.,7904530,Seseli tortuosum L.,122,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Seseli,3034132.0,Seseli tortuosum,7904530.0,NE,,,0.8891782039883145
2437,2687940,Equisetum ramosissimum Desf.,2687940,Equisetum ramosissimum Desf.,59,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Equisetales,954,Equisetaceae,3105,Equisetum,2687913.0,Equisetum ramosissimum,2687940.0,LC,,,0.8438333545027309
2438,2688348,Lycopodiella cernua (L.) Pic.Serm.,6385660,Palhinhaea cernua (L.) Vasc. & Franco,36,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Lycopodiopsida,245,Lycopodiales,421,Lycopodiaceae,6725,Palhinhaea,7862608.0,Palhinhaea cernua,6385660.0,NE,,,0.8071573733011559
2439,2693325,Rapatea paludosa Aubl.,2693325,Rapatea paludosa Aubl.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Rapateaceae,7710,Rapatea,2693312.0,Rapatea paludosa,2693325.0,NE,,,0.3643465006985901
2440,2715024,Cyperus rohlfsii Boeckeler,2715024,Cyperus rohlfsii Boeckeler,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455.0,Cyperus rohlfsii,2715024.0,NE,,,0.3643465006985901
2441,2760758,Heliconia reticulata (Griggs) H.J.P.Winkl.,2760758,Heliconia reticulata (Griggs) H.J.P.Winkl.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Zingiberales,627,Heliconiaceae,4677,Heliconia,2760545.0,Heliconia reticulata,2760758.0,NE,,,0.14984758033786358
2442,2767328,Scilla siberica Haw.,8080743,Scilla siberica Andrews,19,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Scilla,9555189.0,Scilla siberica,8080743.0,NE,,,0.7500952622888353
2443,2853237,Pancratium canariense Ker Gawl.,2853237,Pancratium canariense Ker Gawl.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Pancratium,2853236.0,Pancratium canariense,2853237.0,NE,,,0.6059634192810872
2444,2857829,Allium unifolium Kellogg,2857829,Allium unifolium Kellogg,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Allium,9624496.0,Allium unifolium,2857829.0,NE,,,0.3643465006985901
2445,2883027,Rhododendron periclymenoides (Michx.) Shinners,2883027,Rhododendron periclymenoides (Michx.) Shinners,19,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Ericaceae,2505,Rhododendron,2883026.0,Rhododendron periclymenoides,2883027.0,NE,,,0.7500952622888353
2446,2952780,Peltophorum africanum Sond.,2952780,Peltophorum africanum Sond.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Peltophorum,2952763.0,Peltophorum africanum,2952780.0,LC,,,0.530928489775181
2447,2971016,Melilotus indicus (L.) All.,2971016,Melilotus indicus (L.) All.,394,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Melilotus,4924408.0,Melilotus indicus,2971016.0,NE,2022.0,320.0,0.9432236758541852
2448,2991408,Rubus canadensis L.,2991408,Rubus canadensis L.,27,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Rubus,2988638.0,Rubus canadensis,2991408.0,NE,,,0.7849295059062619
2449,3115443,Crassocephalum crepidioides (Benth.) S.Moore,3115443,Crassocephalum crepidioides (Benth.) S.Moore,18,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Crassocephalum,3115401.0,Crassocephalum crepidioides,3115443.0,NE,,,0.7449510986917313
2450,3117401,Bellis sylvestris Cirillo,3117401,Bellis sylvestris Cirillo,408,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Bellis,3117399.0,Bellis sylvestris,3117401.0,NE,547.0,88.0,0.9441762987425378
2451,3128025,Centaurea ornata Willd.,3128025,Centaurea ornata Willd.,48,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Centaurea,3127469.0,Centaurea ornata,3128025.0,NE,,,0.8285596341928109
2452,3134882,Dubautia menziesii (A.Gray) D.D.Keck,3134882,Dubautia menziesii (A.Gray) D.D.Keck,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Dubautia,3134874.0,Dubautia menziesii,3134882.0,NE,,,0.14984758033786358
2453,3150050,Phagnalon umbelliforme DC.,3150050,Phagnalon umbelliforme DC.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Phagnalon,3150027.0,Phagnalon umbelliforme,3150050.0,NE,,,0.14984758033786358
2454,3186420,Myrciaria floribunda (West ex Willd.) O.Berg,3186420,Myrciaria floribunda (West ex Willd.) O.Berg,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Myrciaria,3186407.0,Myrciaria floribunda,3186420.0,LC,,,0.6499428426266989
2455,3893251,Salvia pallida Benth.,3893251,Salvia pallida Benth.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Salvia,2926981.0,Salvia pallida,3893251.0,NE,,,0.3643465006985901
2456,3900949,Westringia fruticosa (Willd.) Druce,3900949,Westringia fruticosa (Willd.) Druce,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Westringia,7307130.0,Westringia fruticosa,3900949.0,NE,,,0.530928489775181
2457,4013258,Pourouma villosa Trécul,4013258,Pourouma villosa Trécul,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Urticaceae,6639,Pourouma,7316388.0,Pourouma villosa,4013258.0,LC,,,0.530928489775181
2458,5295334,Smilax spinosa Mill.,5295334,Smilax spinosa Mill.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Smilacaceae,7702,Smilax,2740627.0,Smilax spinosa,5295334.0,NE,,,0.14984758033786358
2459,5303453,Callisia fragrans (Lindl.) Woodson,5303453,Callisia fragrans (Lindl.) Woodson,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Callisia,2763692.0,Callisia fragrans,5303453.0,NE,,,0.530928489775181
2460,5350010,Lens culinaris Medik.,3973001,Vicia lens (L.) Coss. & Germ.,42,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Vicia,2974751.0,Vicia lens,3973001.0,NE,,,0.8187158643465007
2461,5354676,Cytisus decumbens (Durande) Spach,5354676,Cytisus decumbens (Durande) Spach,14,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Cytisus,8089532.0,Cytisus decumbens,5354676.0,NE,,,0.7184999364918074
2462,5394961,Euryops chrysanthemoides (DC.) B.Nord.,5394961,Euryops chrysanthemoides (DC.) B.Nord.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Euryops,3117543.0,Euryops chrysanthemoides,5394961.0,NE,,,0.4675790676997333
2463,5420380,Psidium guajava L.,5420380,Psidium guajava L.,249,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Psidium,3187232.0,Psidium guajava,5420380.0,LC,,,0.9247745459164233
2464,5536599,Macropharynx renteriae A.H.Gentry,5536599,Macropharynx renteriae A.H.Gentry,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Macropharynx,3230967.0,Macropharynx renteriae,5536599.0,NE,,,0.3643465006985901
2465,7273321,Maerua angolensis DC.,7273321,Maerua angolensis DC.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Capparaceae,3111,Maerua,6370546.0,Maerua angolensis,7273321.0,LC,,,0.3643465006985901
2466,7288898,Calandrinia affinis Gillies ex Arn.,7288898,Calandrinia affinis Gillies ex Arn.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Montiaceae,4898338,Calandrinia,3084692.0,Calandrinia affinis,7288898.0,NE,,,0.14984758033786358
2467,7304543,Laurus azorica (Seub.) Franco,7304543,Laurus azorica (Seub.) Franco,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Lauraceae,6688,Laurus,2988444.0,Laurus azorica,7304543.0,LC,,,0.4675790676997333
2468,7314246,Paronychia kapela (Hacq.) A.Kern.,7314246,Paronychia kapela (Hacq.) A.Kern.,47,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Paronychia,8020237.0,Paronychia kapela,7314246.0,NE,,,0.8270036834751683
2469,7333797,Codia discolor (Brongn. & Gris) Guillaumin,7333797,Codia discolor (Brongn. & Gris) Guillaumin,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Oxalidales,7224021,Cunoniaceae,2405,Codia,7333786.0,Codia discolor,7333797.0,LC,,,0.14984758033786358
2470,7406563,Asterogyne martiana (H.Wendl.) H.Wendl. ex Hemsl.,7406563,Asterogyne martiana (H.Wendl.) H.Wendl. ex Hemsl.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Arecales,552,Arecaceae,7681,Asterogyne,2732597.0,Asterogyne martiana,7406563.0,NE,,,0.3643465006985901
2471,7460622,Cynanchum hastifolium K.Schum.,7460622,Cynanchum hastifolium K.Schum.,2,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Cynanchum,3170354.0,Cynanchum hastifolium,7460622.0,NE,,,0.3643465006985901
2472,7477038,Scrophularia scorodonia L.,7477038,Scrophularia scorodonia L.,90,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Scrophularia,3170861.0,Scrophularia scorodonia,7477038.0,NE,,,0.8733646640416614
2473,7484581,Desmanthus illinoensis (Michx.) MacMill. ex B.L.Rob. & Fernald,7484581,Desmanthus illinoensis (Michx.) MacMill. ex B.L.Rob. & Fernald,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Desmanthus,2976782.0,Desmanthus illinoensis,7484581.0,NE,,,0.6791566112028452
2474,7716904,Lysimachia ephemerum L.,7716904,Lysimachia ephemerum L.,24,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Primulaceae,6674,Lysimachia,3169330.0,Lysimachia ephemerum,7716904.0,NE,,,0.7737520640162581
2475,7725922,Strychnos potatorum L.fil.,7725922,Strychnos potatorum L.fil.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Loganiaceae,2502,Strychnos,3169589.0,Strychnos potatorum,7725922.0,NE,,,0.14984758033786358
2476,7875825,"Limonium arboreum (Willd.) Erben, A.Santos & Reyes-Bet.",7875825,"Limonium arboreum (Willd.) Erben, A.Santos & Reyes-Bet.",1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Plumbaginaceae,2419,Limonium,3082293.0,Limonium arboreum,7875825.0,NE,,,0.14984758033786358
2477,7989064,Euphrasia minima Jacq. ex DC.,7989064,Euphrasia minima Jacq. ex DC.,32,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Euphrasia,3171955.0,Euphrasia minima,7989064.0,EX,,,0.7985202591134256
2478,8011540,Potentilla argentea L.,8011540,Potentilla argentea L.,406,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Potentilla,8079058.0,Potentilla argentea,8011540.0,NE,889.0,137.0,0.9439540200685889
2479,8195449,Solmsia calophylla Baill.,8195449,Solmsia calophylla Baill.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Thymelaeaceae,2428,Solmsia,3233891.0,Solmsia calophylla,8195449.0,LC,,,0.4675790676997333
2480,2703240,Dinebra retroflexa (Vahl) Panz.,2703240,Dinebra retroflexa (Vahl) Panz.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Dinebra,2703239.0,Dinebra retroflexa,2703240.0,NE,,,0.3643465006985901
2481,2738443,Acanthophoenix rubra (Bory) H.Wendl.,2738443,Acanthophoenix rubra (Bory) H.Wendl.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Arecales,552,Arecaceae,7681,Acanthophoenix,2738441.0,Acanthophoenix rubra,2738443.0,CR,,,0.4675790676997333
2482,2884249,Pouteria deliciosa T.D.Penn.,2884249,Pouteria deliciosa T.D.Penn.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Sapotaceae,8802,Pouteria,2884049.0,Pouteria deliciosa,2884249.0,NE,,,0.4675790676997333
2483,2889019,Rumex patientia L.,2889019,Rumex patientia L.,267,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Polygonaceae,2416,Rumex,2888942.0,Rumex patientia,2889019.0,NE,,,0.9279182014479868
2484,2895345,Coffea arabica L.,2895345,Coffea arabica L.,106,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Coffea,2895315.0,Coffea arabica,2895345.0,EN,,,0.881049155341039
2485,2922866,Psychotria alfaroana Standl.,2922866,Psychotria alfaroana Standl.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Psychotria,2919963.0,Psychotria alfaroana,2922866.0,NE,,,0.3643465006985901
2486,2941924,Crotalaria polysperma Kotschy,2941924,Crotalaria polysperma Kotschy,23,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719.0,Crotalaria polysperma,2941924.0,NE,,,0.7695922774037851
2487,3002394,Rosa agrestis Savi,3002394,Rosa agrestis Savi,442,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Rosa,8395064.0,Rosa agrestis,3002394.0,NE,665.0,112.0,0.9471929378889877
2488,3032665,Heuchera americana L.,3032665,Heuchera americana L.,21,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Saxifragaceae,2402,Heuchera,3032645.0,Heuchera americana,3032665.0,NE,,,0.7606693763495491
2489,3055977,Acalypha setosa A.Rich.,3055977,Acalypha setosa A.Rich.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Acalypha,3055964.0,Acalypha setosa,3055977.0,NE,,,0.14984758033786358
2490,3085622,Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood,3085622,Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Petrorhagia,8524424.0,Petrorhagia nanteuilii,3085622.0,NE,,,0.6310174012447606
2491,3121719,Palafoxia rosea (Bush) Cory,3121719,Palafoxia rosea (Bush) Cory,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Palafoxia,3121696.0,Palafoxia rosea,3121719.0,NE,,,0.14984758033786358
2492,3128091,Centaurea melitensis L.,3128091,Centaurea melitensis L.,79,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Centaurea,3127469.0,Centaurea melitensis,3128091.0,NE,,,0.86494982852788
2493,3129634,Baccharis salicina Torr. & A.Gray,3129634,Baccharis salicina Torr. & A.Gray,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Baccharis,3129135.0,Baccharis salicina,3129634.0,NE,,,0.4675790676997333
2494,3136020,Hieracium nobile Gren. & Godr.,3136020,Hieracium nobile Gren. & Godr.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Hieracium,3134951.0,Hieracium nobile,3136020.0,NE,,,0.6059634192810872
2495,3147000,Erigeron glabellus Nutt.,3147000,Erigeron glabellus Nutt.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Erigeron,3146588.0,Erigeron glabellus,3147000.0,NE,,,0.6059634192810872
2496,3189747,Plantago media L.,3189747,Plantago media L.,1171,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Plantago,3189695.0,Plantago media,3189747.0,NE,1132.0,187.0,0.9753588212879462
2497,3571627,Matelea magnifolia (Pittier) Woodson,11610264,Bruceholstia sidifolia (M.Martens & Galeotti) L.O.Alvarado,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Bruceholstia,11609897.0,Bruceholstia sidifolia,11610264.0,NE,,,0.14984758033786358
2498,3695610,Lophira alata Banks ex C.F.Gaertn.,3695610,Lophira alata Banks ex C.F.Gaertn.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Ochnaceae,6642,Lophira,7326734.0,Lophira alata,3695610.0,VU,,,0.14984758033786358
